Acronym,Name,Location,Submission deadline,Start date,Topics
ICCSSE 2025,2025 IEEE 11th International Conference on Control Science and Systems Engineering,"Beijing, China","May 30, 2025","Oct 17, 2025","['systems engineering', 'fuzzy control', 'control theory', 'artificial intelligence']"
CEEGE 2025,2025 The 8th International Conference on Electrical Engineering and Green Energy,"Yangzhou, China","Apr 25, 2025","Jul 4, 2025","['energy systems', 'analog circuits', 'energy efficiency', 'green energy']"
OSSMPIC_2025,Open Source Solutions for Massively Parallel Integrated Circuits - 2025,"Lyon, France","Jan 24, 2025",,"['gpu', 'cgra', 'open source']"
CSET 2025,1st National Conference on Computing Sciences and Emerging Trends,"Nawabshah, Pakistan","Jan 31, 2025","Apr 23, 2025","['computer science', 'information technology', 'artificial intelligence', 'data science']"
RELIEVE 2025,Congreso Internacional en Energía y Ambiente RELIEVE 2025 - International Conference on Energy and Environment RELIEVE 2025,"Riobamba, Ecuador","Jul 18, 2025","Jul 21, 2025","['energy efficiency', 'environment', 'mobility', 'transportation']"
LLM-UM-2025,The 1st Workshop on Large Language Model Using Multi-modal Data for User Modeling,"Sydney, Australia","Dec 25, 2024","Apr 28, 2025","['large language model', 'user modelling', 'multi modal data', 'deep learning']"
IEEE IS2 2025,IEEE International Symposium on the Internet of Sounds 2025,"L'Aquila, Italy","Jul 1, 2025","Oct 29, 2025","['internet of sound', '5g/6g architectures for audio applications', 'networked immersive audio', 'brain computer interfaces for sound']"
ICAIAR2025,International Conference on Artificial Intelligence in AgriTech Revolution,"Tirunelveli, India","Sep 30, 2025","Oct 24, 2025","['signal processing', 'image processing', 'computer vision', 'medical image processing']"
IWSM-MENSURA 2025,International Workshop on Software Measurement and Conference on Software Measurement Product Measurement,"Sharjah, UAE","May 15, 2025","Oct 27, 2025","['software quality', 'software effort estimation', 'software project management', 'software measurement']"
IEEE DataSciMI 2026,"2026 IEEE International Conference on Data Science, Machine Learning, and Business Intelligence","Lahore, Pakistan, Pakistan","Oct 31, 2025","Mar 26, 2026","['machine learning', 'computer science', 'data science']"
IEEE IntelliSecAI 2025,"IEEE International Conference on Computational Intelligence, Security, and Artificial Intelligence","Al Khobar, Saudi Arabia","Aug 31, 2025","Dec 17, 2025","['computational intelligence', 'cybersecurity', 'business intelligence', 'smart cities and sustainable development']"
IEECSC 2025,2025 IEEE International Conference on Electrical Energy Conversion Systems and Control,"Chongqing, China","Apr 1, 2025","May 23, 2025","['smart grid', 'mechatronics', 'electrical vehicles', 'wind energy systems']"
RCAE 2025,"2025 the 8th International Conference on Robotics, Control and Automation Engineering","Xi'an, China","Jun 10, 2025","Oct 24, 2025","['humanoid robots', 'machine learning', 'robust control', 'software architectures']"
ICCS 2025,2025 7th International Conference on Circuits and Systems,"Huzhou, China","May 10, 2025","Sep 19, 2025","['signal processing', 'reliability', 'hardware security', 'circuits design']"
ncaa2025,2025 International Conference on Neural Computing for Advanced Applications,"Hong Kong, Hong Kong","Apr 7, 2025","Jul 4, 2025","['neural network (nn)', 'computational intelligence', 'control systems', 'machine learning and deep learning']"
SPM2025,Symposium on Solid and Physical Modeling 2025,"Hangzhou, China","Mar 15, 2025","Oct 29, 2025","['geometry generation and processing', 'computational fabrication', 'physically based modeling and simulation', 'reverse engineering/reconstruction of surfaces/solids']"
icaars2025,"International Conference on Advancements in Automation, Robotics and Sensing","Coimbatore, India","Aug 8, 2025","Dec 12, 2025","['automation', 'robotics', 'sensors']"
IAQVEC 2026,"Indoor Air Quality, Ventilation and Energy Conservation in Buildings 2026","Los Angeles, CA, United States","Dec 15, 2025","May 18, 2026","['indoor air quality and ventilation', 'energy conservation in buildings', 'generative ai in sustainability', 'climate change adaptation and resilience']"
SoSE-2025,"Call for Book Chapters: System of Systems Engineering: Innovations, Challenges, and Future Directions",,"Dec 1, 2025",,"['system of systems', 'systems engineering']"
ESARDA 2025,2025 ESARDA Safeguards Symposium - 47th ESARDA Annual Meeting,"Antwerp, Belgium","May 9, 2025","May 12, 2025","['safeguards methodologies and innovation', 'safeguards implementation and challenges', 'international cooperation and knowledge sharing', 'human capital and future directions']"
QCE25,2025 IEEE International Conference on Quantum Computing & Engineering (QCE),"Albuquerque, NM, United States",,"Aug 31, 2025","['quantum computing algorithms and applications', 'quantum technologies and systems engineering', 'quantum internet networking communications', 'quantum systems software and robotics']"
GNB 2025,IX Congress of the National Group of Bioengineering,"Palermo, Italy","Jan 17, 2025","Jun 16, 2025",['biomedical engineering']
ISLBFS2025,The 4th International Symposium on Lithium Battery Fire Safety,"Kowloon, Hong Kong","Jul 15, 2025","Oct 30, 2025","['lithium ion battery', 'fire safety', 'thermal management']"
FinEval-Proposal-2025,Financial Information Access and Evaluation,"Suzhou, China",,"Nov 5, 2025",[]
BRC RTTF 2025,Baltic Road Conference: Road to the Future,"Vilnius, Lithuania",,"Sep 3, 2025","['road maintenance', 'road engineering', 'road construction materials', 'road innovation']"
ntcir18,The 18th NTCIR,"Tokyo, Japan",,"Jun 10, 2025",[]
ICIMRBE 25,"International Conference on Innovations in Mechanical, Robotics, and Biomedical Engineering (ICIMRBE)","Cochi, India","Jun 30, 2025","Jul 15, 2025","['machine vision', 'telemedicine', 'medical device materials and processing', 'microgrids and electrical vehicles']"
ISKE 2025,2025 the 20th International Conference on Intelligent Systems and Knowledge Engineering,"Shunde, China","Jun 30, 2025","Nov 21, 2025","['knowledge engineering', 'speech recognition', 'intelligent robot', 'intelligent game']"
OGC 2025,The 10th Optoelectronics Global Conference,"Shenzhen, China","Jun 15, 2025","Sep 9, 2025","['optical communication', 'networks', 'quantum optics', 'laser technology']"
REPE 2025,2025 8th International Conference on Renewable Energy and Power Engineering,"Beijing, China","May 15, 2025","Sep 27, 2025","['renewable energy', 'power engineering', 'high voltage engineering', 'electrical machinery']"
ICICSP 2025,2025 The 8th International Conference on Information Communication and Signal Processing,"Xi'an, China","May 5, 2025","Sep 19, 2025","['signal processing', 'communication theory', 'networking', 'internet technologies']"
CCET 2025,2025 8th International Conference on Computer and Communication Engineering Technology,"Beijing, China","Apr 25, 2025","Aug 15, 2025","['image processing', 'mobile computing', 'wireless communications', 'photonics']"
ICICN 2025,2025 IEEE 13th International Conference on Information and Communication Networks,"Beijing, China","Apr 30, 2025","Aug 8, 2025","['wireless network', 'machine learning', 'communication', 'ultrafast photonics']"
DigitalTwins-2025,"Digital Twins: Core Principles, Systems Engineering, and AI Integration","Wageningen, Netherlands",,,"['digital twins', 'artificial intelligence', 'systems engineering', 'data science']"
CAOS 2025,The 25th Annual Meeting of the International Society for Computer Assisted Orthopaedic Surgery,"Davos, Switzerland","Jan 29, 2025","Jun 16, 2025","['medical robotics', 'artificial intelligence', 'computer assisted orthopaedic surgery', 'orthopaedics']"
PRAI 2025,2025 the 8th International Conference on Pattern Recognition and Artificial Intelligence,"Guiyang, China","May 5, 2025","Aug 15, 2025","['machine learning', 'robot vision', 'affective computing', 'medical robotics']"
ICVR 2025,2025 11th International Conference on Virtual Reality (ICVR),"Wageningen, Netherlands","May 15, 2025","Jul 9, 2025","['modeling', 'social vr', 'collaborative interactions', 'usage research']"
2025 IEEE IC_ASET,2025 IEEE International Conference on Advanced Systems and Emergent Technologies,"Hammamet, Tunisia","Dec 20, 2024","May 1, 2025",[]
CIRCH2025,Concordia International Research Conference Hanoi 2025,"Hanoi, Viet Nam","Mar 9, 2025","Apr 9, 2025","['data science', 'data analysis', 'science', 'technology']"
NCRTEC-2024,National Conference on Recent Trends in Electronics and Communication 2024,"Raichur, Karnataka, India","Nov 28, 2024","Dec 10, 2024","['signal processing', 'micro and nanoelectronics', 'microwave and wireless networks', 'iot and embedded systems']"
ACCESS '25,"4th International Conference on Advances in Computing, Communication, Embedded and Secure Systems","Kalady, Ernakulam, Kerala, India","Feb 1, 2025","Jun 11, 2025","['artificial intelligence', 'secure communication', 'iot', 'electric vehicles and green energy']"
2025 AES DEI Papers,"AES International Conference on Diversity, Equity, and Inclusion","Miramar - San Diego, CA, United States","Mar 15, 2025","Apr 3, 2025","['music technology', 'audio', 'diversity, equity and inclusion (dei)']"
1st,National Conference on Computer and Communication,"Greater Noida, India","Feb 28, 2025","Apr 28, 2025","['communications', 'network and learning theory', 'signal & image processing', 'emerging technology']"
ICTSS 2025,37th International Conference on Testing Software and Systems,"Limassol, Cyprus","May 19, 2025","Sep 17, 2025",['software engineering']
ISIoTEC 2025,International Symposium on Intelligent IoT and Edge Computing Applications,"Patras, Greece",,"Apr 22, 2025","['intelligent iot architectures and platforms', 'edge computing in iot environments', 'cybersecurity in iot and edge', 'samrt iot and edge apps']"
11.º CRP,11.º Congresso Rodoferroviário Português,"Lisboa, Portugal","Feb 28, 2025","May 13, 2025",[]
MetaCom 2025,"International Conference on Metaverse Computing, Networking and Applications","Seoul, South Korea","Mar 31, 2025","Aug 25, 2025","['metaverse architectures and applications', 'networking and communications', 'metaverse computing', 'blockchain and web 3.0']"
CIISS 2025,II Congreso Internacional de Ingeniería con Sentido Social,"Bogota, Colombia","Mar 31, 2025","May 5, 2025","['agriculture environment and sustainability', 'innovation and sustainable construction', 'optimization and sustainable productivity', 'digital transformation and emerging technologies']"
PLM 2025,"IFIP 22st International Conference on Product Lifecycle Management, Seville, Spain","Seville, Spain","Mar 14, 2025","Jul 7, 2025","['data management & it', 'design & manufacturing', 'modelling & simulation', 'sustainability, human in industry 4.0/5.0']"
SS-CPSIoT 2025,6th Summer School on Cyber Physical Systems and Internet of Things 2025,"Budva, Montenegro","Apr 15, 2025","Jun 10, 2025","['cyber physical systems', 'internet of things', 'computing', 'machine learning']"
MECO 2025,14th Mediterranean Conference on Embedded Computing,"Budva, Montenegro","Apr 25, 2025","Jun 10, 2025","['cyber physical systems', 'internet of things', 'general computing', 'embedded systems and applications']"
ICECCS 2025,The 29th International Conference on Engineering of Complex Computer Systems,"Hangzhou, China","Feb 4, 2025","Jul 2, 2025",[]
ICCCM 2025,The 13th International Conference on Computer and Communications Management,"Okinawa, Japan","Apr 30, 2025","Jul 11, 2025","['communication theory', 'networking', 'signal processing', 'optical communication']"
ICMAE 2025,2025 16th International Conference on Mechanical and Aerospace Engineering,"Rome, Italy","Apr 25, 2025","Jul 15, 2025","['mechatronics', 'navigation', 'electronic systems', 'aerospace science']"
SMDC-25,8th Andrew P. Sage Memorial Design Competition,"Fairfax, VA, United States","Apr 18, 2025","Apr 24, 2025",['systems engineering']
WASTES 2025,"WASTES - Solutions, Treatments and Opportunities","Funchal, Portugal","Jan 15, 2025","Sep 3, 2025","['management of waste streams', 'environmental economic and social aspects', 'logistics policies', 'waste to energy technologies']"
ICICDT 2025,International Conference on IC Design and Technology (ICICDT 2025),"Lecce, Italy","Feb 24, 2025","Jun 23, 2025",[]
CIIA 2025,Third International Conference on Applied Industrial Engineering: Intelligent Models and Data Engineering,"Guayaquil, Ecuador","Mar 16, 2025","May 13, 2025","['sustainable production', 'industrial engineering', 'industrial optimization', 'intelligent connectivity']"
I3DA2025,Immersive and 3D Audio: from Architecture to Automotive 2025,"Bologna, Italy","Jun 15, 2025","Sep 10, 2025","['immersive audio', '3d audio', 'room acoustics']"
SEIoTE2025,Software Engineering in Industry 4.0 Ecosystems,"Patras, Greece","Jan 9, 2025","Apr 23, 2025","['software', 'data', 'ecosystem']"
ISPS 2025,17th International Seminar on Power Semiconductors,"Prague, Czechia",,"Aug 27, 2025",[]
OL2A 2025,"International Conference on Optimization, Learning Algorithms and Applications","Sestri Levante, Italy","Jan 31, 2025","Apr 28, 2025","['optimization methods', 'learning algorithms', 'intelligent systems', 'data mining']"
2025 AES AIMLA Papers,AES International Conference on Artificial Intelligence and Machine Learning for Audio,"London, UK","Feb 28, 2025","Sep 8, 2025","['artificial intelligence', 'machine learning', 'audio and music', 'sound and music computing']"
DISCOLI 2025,4th Workshop on DIStributed COLlective Intelligence,"Lucca, Italy","Apr 15, 2025","Jun 9, 2025","['collective intelligence', 'multi agent systems', 'swarm robotics', 'internet of things']"
10th-IACS-WS'25,10th Standardization Workshop 2025 on Industrial Automation and Control Systems,"Potsdam-Griebnitzsee, Germany","Aug 14, 2025","Sep 18, 2025","['industrial i4.0 language ontologies', 'unified and system reference models', 'industrial life cycle value streams']"
AIRC 2025,"The 6th International Conference on Artificial Intelligence, Robotics, and Control","Savannah, GA, United States","Mar 10, 2025","May 7, 2025","['artificial intelligence', 'control engineering', 'cybersecurity', 'intelligent robotics']"
MARESEC 2025,European Workshop on Maritime Systems Resilience and Security 2025,"Rostock, Germany","Mar 10, 2025","May 21, 2025","['security', 'research', 'maritime technologies', 'responsible research']"
ICIE'2025,International Conference Innovation in Engineering,"Prague, Czechia","Jan 8, 2025","Jun 18, 2025","['mechanical engineering', 'industrial engineering', 'mechatronics engineering']"
COMPEL 2025,IEEE Workshop on Control and Modeling of Power Electronics,"Knoxville, TN, United States",,"Jun 22, 2025","['power electronics', 'electrical engineering', 'power conversion']"
SafeAutonomy2025,5th International Workshop on Safe Autonomous Systems,"Lisbon, Portugal","Jan 17, 2025","Apr 8, 2025","['safety', 'autonomous systems', 'decision making under uncertainty']"
A&WMA ACE 2025,"Collaborating for an Equitable, Resilient Environment: A&WMA's 118th Annual Conference & Exhibition","Raleigh, NC, United States","Nov 25, 2024","Jun 9, 2025","['environment', 'sustainability', 'air quality', 'climate change']"
CHSA9,9th Construction History Society of America,"Charlottesville, VA, United States","Dec 20, 2024","Jun 12, 2025",[]
ISUAAAT-17,"International Symposium on Unsteady Aerodynamics, Aeroacoustics and Aeroelasticity of Turbomachines","Melbourne, Australia","Apr 25, 2025","Nov 16, 2025",[]
ICRTECCA-2025,"International Conference on Recent Trends in Embedded, Computing, Control, and Automation","Hyderabad, India","Mar 10, 2025","Apr 23, 2025","['embedded system', 'artificial intelligence', 'computing and control automation', 'image and video processing']"
EESD2025,Twelfth International Conference on Engineering Education for Sustainable Development,"London, UK","Mar 17, 2025","Jun 15, 2025","['engineering education', 'education for sustainability', 'education for sustainable development']"
DAPPS 2025,7th IEEE International Conference on Decentralized Applications and Infrastructures,"Tucson, AZ, United States","Mar 31, 2025","Jul 21, 2025","['blockchains', 'cryptocurrency', 'smart contracts', 'decentralized applications']"
INCOSE IS 2025,35th Annual INCOSE International Symposium,"Ottawa, Canada",,"Jul 26, 2025",[]
ADACIS'25,The 2025 IEEE International Conference on Advances in Data-Driven Analytics and Intelligent Systems,"Sousse, Tunisia","Jun 10, 2025","Nov 20, 2025","['datadriven models and intelligent systems', 'data driven analytics for business', 'data driven analytics for ehealth', 'data driven analytics for education']"
Measurements 2025,Air Quality Measurement Methods and Technology,"Aurora, CO, United States","Oct 18, 2024","Apr 23, 2025","['environment', 'air quality']"
SocialTech 2025,"The 7th International Conference on Healthcare, SDGs, and Social Business","Hiroshima, Japan","Jun 1, 2025","Oct 3, 2025","['digital health platforms and infrastructure', 'artificial intelligence in healthcare', 'health informatics and data management', 'sustainable healthcare service']"
FAIM 2025,The 34th International Conference on Flexible Automation and Intelligent Manufacturing,"New York, NY, United States",,"Jun 21, 2025",[]
NICE 2025,Neuro Inspired Computational Elements Conference,"Heidelberg, Germany","Dec 1, 2024","Mar 24, 2025","['neural algorithms and artificial intelligence', 'neuromorphic architectures and hardware', 'neuromorphic computing applications']"
EBC-IX (2025),9th European Bioremediation Conference,"Chania, Greece","Apr 15, 2025","Jun 15, 2025","['wastewater treatment', 'in situ bioremediation', 'phytoremediation technologies', 'microplastics and nanoplastics']"
FbC-25,Footbridge Chur 2025,"Chur, Switzerland","Mar 28, 2025","Sep 2, 2025","['bridges in their surroundings', 'sustainable design and existing structures', 'when theory becomes form', 'cohabitation of traffic users']"
L4DC 2025,7th Annual Learning for Dynamics & Control Conference,"Ann Arbor, MI, United States","Dec 1, 2024","Jun 4, 2025",[]
XISIIR2025,XI Simposio Iberoamericano de Ingeniería de Residuos “Por un Futuro Sostenible y Resiliente”,"Cartagena, Colombia","May 18, 2025","Sep 3, 2025","['residuos solidos', 'economia circular', 'reciclaje', 'ingenieria']"
HotSoS'25,Hot Topics in the Science of Security 2025,"Nashville, TN, United States","Jan 10, 2025","Apr 1, 2025",[]
ICES 2025,54th International Conference on Environmental Systems,"Prague, Czechia","Mar 3, 2025","Jul 13, 2025","['thermal control for space applications', 'environmental control life support systems', 'in situ resource utilization (isru)', 'crew and eva systems']"
PEET 2025,2025 International Conference on Power Engineering and Electrical Technology,"Shiga, Japan",,"Oct 22, 2025",[]
safecomp2025,"44th International Conference on Computer Safety, Reliability and Security","Stockholm, Sweden","Feb 24, 2025","Sep 9, 2025","['safety', 'reliability', 'security', 'computer']"
SET2025,The 22nd International Conference on Sustainable Energy Technologies,"Istanbul, Turkey","Jun 30, 2025","Aug 13, 2025","['energy technology and renewables', 'energy storage and conversion', 'low carbon buildings', 'architecture and sustainable cities']"
TASE 2025,The 19th International Symposium on Theoretical Aspects of Software Engineering,"Limassol, Cyprus","Mar 8, 2025","Jul 14, 2025","['formal methods', 'programming languages']"
ICASET25,International Conference on Advanced Sustainability Engineering and Technology,"Kenitra, Morocco","Dec 31, 2024","Apr 17, 2025","['control systems for energy management', 'smart cities infrastructure for sustainability', 'computing processing and signal analysis', 'data science and cybersecurity']"
MSF2025,ECCOMAS MSF 2025,"Split, Croatia","Jun 15, 2025","Jun 25, 2025","['fluid mechanics', 'multi scale', 'solid mechanics', 'multi physics']"
ICCAD'25,"2025- 9th International Conference on Control, Automation and Diagnosis","Barcelona, Spain","Mar 28, 2025","Jul 1, 2025",[]
CMBEC47/ACCES26,The Canadian Medical and Biological Engineering Society and the Atlantic Canada Clinical Engineering Society Joint Conference,"Fredericton, Canada","Jan 6, 2025","May 27, 2025","['medical devices', 'clinical engineering', 'health informatics', 'robotics']"
CESUN 2025,10th International Engineering Systems Symposium,"Arlington, VA, United States",,"Jun 9, 2025","['extended abstract for oral presentations', 'regular abstract for poster presentations']"
IEEE SPI 2025,29th IEEE Workshop on Signal and Power Integrity,"Gaeta, Italy",,"May 11, 2025","['signal integrity', 'power integrity', 'signal and power integrity']"
COPA2025,2025 Concurrent Processes Architectures and Embedded Systems Hybrid Virtual Conference,,"Apr 20, 2025","Apr 21, 2025","['practical verification methods techniques ai', 'csp in quantum computing', 'csp o ran 5g nr', 'sme and llms code generation']"
Book - BWTS 2024,"Blockchain-based Web of Things Security: Advances, Challenges, and Solutions","Paris, France","Dec 20, 2024",,[]
AITHD-2024,International Conference on Artificial intelligence as a Technologies of Human Development,"Stavropol, Russia",,"Sep 19, 2024",[]
AISMA-2025,International Workshop on Advanced in Information Security Management and Applications,"Stavropol, Russia",,"May 11, 2025",[]
IRASET’2025,"The 5th International Conference on Innovative Research in Applied Science, Engineering and Technology","Fez, Morocco",,"May 15, 2025","['computer science and information technology', 'signal processing control automation', 'artificial intelligence and optimization tools', 'embedded systems and wireless communications']"
BMSB2025,The 20th IEEE International Symposium on Broadband Multimedia Systems and Broadcasting 2025,"Dublin, Ireland",,"Jun 11, 2025",[]
ARITH 2025,32nd IEEE International Symposium on Computer Arithmetic,"El Paso, TX, United States","Dec 23, 2024","May 4, 2025",['computer arithmetic']
ICCCR 2025,"2025 5th International Conference on Computer, Control and Robotics","Hangzhou, China","Mar 30, 2025","May 16, 2025","['image processing', 'computer science', 'virtual reality', 'network robotics']"
ICSIP 2025,2025 10th International Conference on Signal and Image Processing,"Wuxi, China","May 5, 2025","Jul 12, 2025","['signal processing', 'networking', 'protocols', 'wireless networks']"
IRCE 2025,The 8th International Conference on Intelligent Robotics and Control Engineering,"Kunming, China","May 10, 2025","Aug 18, 2025","['control engineering', 'artificial intelligence', 'intelligent robotics', 'automations']"
SVCC 2025,Silicon Valley Cybersecurity Conference,"San Francisco, CA, United States","Feb 15, 2025","Jun 23, 2025","['cybersecurity', 'network security', 'system security', 'iot security']"
ICCSTE2025,"IEEE International Conference on Computer Science, Technology and Engineering","Wuhan, China",,"Jun 27, 2025","['artificial intelligence', 'communication networks', 'software engineering', 'database']"
Book - SDSC 2024,"Book - Securing the Digital Supply Chain: Advances, Challenges, and Solutions","Paris, France","Jan 30, 2025",,[]
automation 2025,29th Conference on Automation - Innovations and Future Perspectives,"Warsaw, Poland","Dec 31, 2024","May 7, 2025","['automation', 'control engineering', 'robotics', 'metrology']"
HSCC25,Hybrid Systems: Computation and Control 2025,"Irvine, CA, United States","Nov 14, 2024","May 6, 2025","['hybrid systems', 'cyber physical systems', 'formal methods', 'applications']"
ICCPS25,16th ACM/IEEE International Conference on Cyber-Physical Systems,"Irvine, CA, United States","Nov 14, 2024","May 6, 2025","['cyber physical systems', 'real time systems', 'formal methods', 'control']"
ICCMS 2025,17th International Conference on Computer Modeling and Simulation,"Zhuhai, China","Apr 25, 2025","Jun 13, 2025","['signal transmission', 'simulation', 'modeling', 'scientific visualization']"
ACMME 2025,The 13th Asia Conference on Mechanical and Materials Engineering,"Tokyo, Japan","May 5, 2025","Jun 18, 2025","['materials science', 'mechanical engineering', 'thin films', 'manufacturing processes']"
IFESS 2025,International Functional Electrical Stimulation Society 2025 (RehabWeek),"Chicago, IL, United States","Nov 22, 2024","May 12, 2025","['targeted stimulation approaches', 'neural mechanisms of neuromodulation', 'hybrid robotic stimulation approaches', 'neural implants and commercialization']"
MONG2025,10th International Conference on Geometry and Graphics,"Belgrade, Serbia","Feb 3, 2025","Jun 5, 2025","['theoretical geometry and graphics', 'forward and reverse engineering', 'visualisation/animation/simulation/gaming and digital prototyping/automated manufacturing', 'education in geometry and graphics']"
POAC'25,International Conference on Port and Ocean Engineering under Arctic Conditions 2025,"St. John's, Newfoundland And Labrador, Canada","Apr 14, 2025","Jul 13, 2025","['arctic', 'marine', 'ice', 'modeling']"
AiMH' 2025,1st International Conference on AI in Medicine and Healthcare,"Innsbruck, Austria","Mar 15, 2025","Apr 8, 2025","['artificial intelligence', 'medicine', 'healthcare', 'machine learning']"
IEEE qCCL 2025,"2025 IEEE International Conference on Quantum Control, Computing, and Learning","Hong Kong, China","Mar 15, 2025","Jun 25, 2025","['quantum control', 'quantum machine learning', 'quantum estimation', 'quantum computing and sensing']"
OPAL' 2025,"8th International Conference on Optics, Photonics and Lasers","Rhodes, Greece","Apr 15, 2025","May 14, 2025","['optics', 'photonics', 'lasers', 'moems']"
ASPAI' 2025,7th International Conference on Advances in Signal Processing and Artificial Intelligence,"Innsbruck, Austria","Mar 15, 2025","Apr 8, 2025","['artificial intelligence', 'signal processing', 'machine learning', 'deep learning']"
I4CS 2025,25th International Conference on Innovations for Community Services,"Munich, Germany","Feb 23, 2025","Jun 11, 2025","['social networks', 'information technology', 'intelligent systems', 'community support']"
ICCICA-2025,2nd International Conference on Computational Intelligence and Mathematical Applications-2025,"Panipat, India","Dec 31, 2024","Oct 30, 2025","['optimization techniques', 'data science', 'computation algorithms', 'intelligent cyber physical system']"
ICCCI2025,2025 7th International Conference on Computer Communication and the Internet,"Tokushima, Japan","Apr 20, 2025","Jun 27, 2025","['communication networks', 'smart cities', 'image processing', 'network management']"
WCSE 2025,2025 the 15th International Workshop on Computer Science and Engineering,"Jeju, South Korea","May 5, 2025","Jun 28, 2025","['aerospace engineering', 'information technology', 'pattern recognition', 'cloud computing']"
SME NAMRC 53,53rd SME North American Manufacturing Research Conference,"Greenville, SC, United States","Nov 1, 2024","Jun 23, 2025","['manufacturing systems and processes', 'material removal additive manufacturing', 'smart manufacturing and sustainable manufacturing', 'manufacturing education']"
CCAI2025,2025 5th International Conference on Computer Communication and Artificial Intelligence,"Haikou, China","Apr 18, 2025","May 23, 2025","['computer architecture', 'software engineering', 'artificial intelligence', 'networking']"
ICCRE 2025,2025 10th International Conference on Control and Robotics Engineering,"Nagoya, Japan","Mar 20, 2025","May 9, 2025","['robot control', 'scene analysis', 'fuzzy systems', 'control science']"
ICAIBD 2025,2025 The 8th International Conference on Artificial Intelligence and Big Data,"Chengdu, China","Apr 15, 2025","May 23, 2025","['artificial intelligence', 'society', 'algorithms', 'big data search']"
ICCET 2025,2025 The 8th International Conference on Communication Engineering and Technology,"Guangzhou, China","Apr 1, 2025","May 16, 2025","['multimedia', 'mobile computing', 'wearable technology', 'quantum communications']"
JURSE2025,Joint Urban Remote Sensing Event,"Tunis, Tunisia","Nov 17, 2024","May 4, 2025","['earth observation', 'urban areas']"
CISPEE2025,6th International Conference of the Portuguese Society for Engineering Education,"Setúbal, Portugal","Feb 17, 2025","Jul 16, 2025","['strategies in engineering education', 'learning strategies', 'curriculum development', 'ia in engineering education']"
EurOMA-SF-2025,EurOMA Sustainability Forum 2025,"Porto, Portugal","Nov 4, 2024","Mar 24, 2025","['sustainability', 'supply chain', 'operations']"
TENSYMP2025,IEEE Region 10 Symposium 2025,"Christchurch, New Zealand","Mar 10, 2025","Jul 7, 2025","['data science', 'biomedical engineering', 'signal processing', 'power and energy']"
HOST2025,IEEE International Symposium on Hardware Oriented Security and Trust,"San Jose, CA, United States",,"May 5, 2025","['hardware security', 'cybersecurity', 'physical attacks and countermeasures', 'architecture security and privacy']"
IEEE E-TEMS 2025,2025 IEEE European Technology and Engineering Management Summit,"Bruges, Belgium","Feb 2, 2025","May 26, 2025","['digital transformation', 'engineering smart systems', 'developing smart regions', 'project management']"
ARC 2025,The 21st International Symposium on Applied Reconfigurable Computing,"Seville, Spain","Dec 21, 2024","Apr 9, 2025","['applications', 'architectures', 'applied reconfigurable computing', 'design methods']"
IAI2025,8th International Congress and Workshop on Industrial AI and eMaintenance 2025,"Luleå, Sweden","Nov 15, 2024","May 13, 2025","['industrial ai & emaintenance', 'operation and maintenance', 'asset management', 'augmented analytics']"
ICDIP 2025,The 17th International Conference on Digital Image Processing,"Haikou, China","Mar 15, 2025","Apr 25, 2025","['image processing', 'face recognition', 'visualization', 'computer vision']"
ICEEE 2025,2025 12th International Conference on Electrical and Electronics Engineering,"Istanbul, Turkey","May 5, 2025","Sep 24, 2025","['power generation', 'mechatronics', 'signal processing', 'insulation technology']"
ICET 2025,2025 8th International Conference on Electronics Technology,"Chengdu, China","Apr 20, 2025","May 17, 2025","['microwaves', 'internet of things', 'signal processing', 'electronics applications']"
AAIEE 2025,2025 International Symposium on the Application of Artificial Intelligence in Electrical Engineering,"Beijing, China","Mar 28, 2025","Apr 25, 2025","['artificial intelligence', 'power systems', 'electricity market', 'intelligent grid operation']"
ICCCAS2025,"2025 IEEE the 14th International Conference on Communications, Circuits, and Systems","Wuhan, China","Apr 15, 2025","May 23, 2025","['communications', 'systems', 'social networks', 'visual signal processing']"
ICMHI 2025,2025 9th International Conference on Medical and Health Informatics,"Kyoto, Japan","Mar 15, 2025","May 16, 2025","['data mining', 'medical image processing', 'information security', 'personalized treatment']"
CEEPE 2025,"2025 the 8th International Conference on Energy, Electrical and Power Engineering","Wuxi, China","Mar 20, 2025","Apr 25, 2025","['power electronics', 'high voltage', 'electricity markets', 'ai technologies']"
AIS 2024,19th International Symposium on Applied Informatics and Related Areas,"Székesfehérvár, Hungary","Sep 23, 2024","Nov 14, 2024","['industrial and embedded systems', 'information and computer systems', 'geodesy and geoinformatics', 'education, enterprise and economics']"
EDCC 2025,20th European Dependable Computing Conference,"Lisbon, Portugal","Oct 21, 2024","Apr 8, 2025","['dependability', 'safety', 'security', 'fault tolerance']"
EECR 2025,"2025 11th International Conference on Electrical Engineering, Control and Robotics","CHANGZHOU, China","Mar 5, 2025","Apr 18, 2025","['electrical engineering', 'robotics', 'power optimization', 'motion control']"
CIMM 2025,"XII Congreso Internacional de Ingeniería Mecánica, Mecatrónica y Automatización","Montería, Colombia","Feb 22, 2025","May 14, 2025","['energía', 'materiales y procesos de manufactura', 'diseño mecánico', 'tecnología y sostebilidad']"
ICIEA 2025,2025 12th International Conference on Industrial Engineering and Applications,"Seoul, South Korea","Feb 28, 2025","Apr 24, 2025","['lean manufacturing', 'sustainability', 'project management', 'industrial electrical']"
